ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,q_prev_0,q_prev_1,q_prev_2,q_prev_3,q_prev_4,q_prev_5,q_prev_6,q_curr_0,q_curr_1,q_curr_2,q_curr_3,q_curr_4,q_curr_5,q_curr_6
0.002380,0.346031,0.898908,-0.055956,0.136630,0.988012,-0.045090,-1.327080,-1.327391,-2.905094,1.552000,-2.711094,-0.561458,-2.271533,-1.299190,-1.361203,-2.891236,1.624318,-2.677531,-0.627375,-2.267084
0.008172,0.393612,0.862077,-0.038119,0.178467,0.978499,-0.096100,-1.299190,-1.361203,-2.891236,1.624318,-2.677531,-0.627375,-2.267084,-1.251016,-1.437184,-2.806875,1.631364,-2.648709,-0.644566,-2.264768
0.090619,0.322947,0.863758,0.053199,0.115495,0.990846,-0.045328,-1.251016,-1.437184,-2.806875,1.631364,-2.648709,-0.644566,-2.264768,-1.295739,-1.359830,-2.717222,1.738698,-2.736995,-0.628089,-2.243162
0.084110,0.269872,0.868370,0.056288,0.073559,0.995686,0.005569,-1.295739,-1.359830,-2.717222,1.738698,-2.736995,-0.628089,-2.243162,-1.331016,-1.341190,-2.789052,1.812277,-2.813654,-0.615568,-2.203703
0.062207,0.226181,0.894511,0.030964,0.060558,0.994630,0.078003,-1.331016,-1.341190,-2.789052,1.812277,-2.813654,-0.615568,-2.203703,-1.360991,-1.272559,-2.880302,1.810746,-2.897986,-0.654232,-2.228394
0.044911,0.216000,0.927858,0.008096,0.058606,0.994085,0.091078,-1.360991,-1.272559,-2.880302,1.810746,-2.897986,-0.654232,-2.228394,-1.388734,-1.209015,-2.938922,1.733032,-2.919539,-0.648565,-2.203234
0.051463,0.305581,0.899673,0.015650,0.143247,0.984134,0.103516,-1.388734,-1.209015,-2.938922,1.733032,-2.919539,-0.648565,-2.203234,-1.331043,-1.316515,-2.854490,1.692110,-2.933463,-0.647407,-2.311753
0.075635,0.291247,0.913195,0.037490,0.124780,0.985681,0.107035,-1.331043,-1.316515,-2.854490,1.692110,-2.933463,-0.647407,-2.311753,-1.352664,-1.266913,-2.822919,1.667088,-2.922811,-0.624330,-2.324692
0.044410,0.312806,0.909728,0.023793,0.136551,0.982737,0.122537,-1.352664,-1.266913,-2.822919,1.667088,-2.922811,-0.624330,-2.324692,-1.328040,-1.306935,-2.870186,1.652238,-2.967060,-0.589666,-2.320535
0.064357,0.267498,0.911661,0.040581,0.077783,0.989661,0.113463,-1.328040,-1.306935,-2.870186,1.652238,-2.967060,-0.589666,-2.320535,-1.339149,-1.267108,-2.850831,1.705428,-2.888067,-0.573138,-2.356522
0.031047,0.285336,0.909451,0.016943,0.070098,0.995840,0.055691,-1.339149,-1.267108,-2.850831,1.705428,-2.888067,-0.573138,-2.356522,-1.302904,-1.302930,-2.888943,1.690795,-2.830161,-0.535629,-2.312230
0.041472,0.289171,0.918782,0.022244,0.071864,0.996341,0.040562,-1.302904,-1.302930,-2.888943,1.690795,-2.830161,-0.535629,-2.312230,-1.296760,-1.274459,-2.858899,1.656380,-2.800747,-0.535826,-2.332479
0.039387,0.295798,0.913382,0.032747,0.048508,0.997956,0.025667,-1.296760,-1.274459,-2.858899,1.656380,-2.800747,-0.535826,-2.332479,-1.314609,-1.302081,-2.872946,1.655975,-2.767496,-0.460361,-2.304054
0.075670,0.377792,0.869117,0.089071,0.113793,0.988147,0.051802,-1.314609,-1.302081,-2.872946,1.655975,-2.767496,-0.460361,-2.304054,-1.308751,-1.402087,-2.751999,1.620577,-2.801277,-0.397152,-2.359114
0.061525,0.388875,0.862349,0.085544,0.132305,0.986365,0.047550,-1.308751,-1.402087,-2.751999,1.620577,-2.801277,-0.397152,-2.359114,-1.290162,-1.425232,-2.764633,1.623062,-2.860960,-0.403327,-2.307817
0.078183,0.332926,0.923416,0.078075,0.116195,0.990105,0.009784,-1.290162,-1.425232,-2.764633,1.623062,-2.860960,-0.403327,-2.307817,-1.293893,-1.250303,-2.760053,1.563233,-2.887037,-0.500052,-2.253936
0.422521,-0.458892,0.939991,0.520018,0.252176,0.188035,0.794123,2.802335,-0.730672,1.894856,-0.682524,-1.606218,-0.276426,-2.505377,2.753712,-0.637219,1.871650,-0.640939,-1.578739,-0.318859,-2.503349
0.354720,-0.455250,0.988104,0.511836,0.224282,0.179081,0.809723,2.753712,-0.637219,1.871650,-0.640939,-1.578739,-0.318859,-2.503349,2.703655,-0.564822,1.826110,-0.622676,-1.603449,-0.365104,-2.449484
0.386190,-0.499680,0.927603,0.546837,0.217651,0.162427,0.791969,2.703655,-0.564822,1.826110,-0.622676,-1.603449,-0.365104,-2.449484,2.677596,-0.656303,1.847325,-0.658051,-1.595569,-0.322298,-2.431652
0.455228,-0.497986,0.865226,0.588393,0.311112,0.168921,0.726959,2.677596,-0.656303,1.847325,-0.658051,-1.595569,-0.322298,-2.431652,2.722036,-0.721210,1.907248,-0.672923,-1.666901,-0.445027,-2.447072
0.476337,-0.500664,0.862768,0.565678,0.347867,0.132226,0.735876,2.722036,-0.721210,1.907248,-0.672923,-1.666901,-0.445027,-2.447072,2.682726,-0.759746,1.923967,-0.586909,-1.711984,-0.440426,-2.475461
0.490570,-0.531452,0.813013,0.598212,0.363748,0.144419,0.699266,2.682726,-0.759746,1.923967,-0.586909,-1.711984,-0.440426,-2.475461,2.633378,-0.810542,2.006081,-0.586246,-1.721488,-0.474690,-2.472099
0.434968,-0.521667,0.881878,0.567025,0.307451,0.149846,0.749335,2.633378,-0.810542,2.006081,-0.586246,-1.721488,-0.474690,-2.472099,2.601477,-0.714041,2.018672,-0.579273,-1.715648,-0.409300,-2.473202
0.439494,-0.511150,0.900848,0.553107,0.293203,0.189049,0.756548,2.601477,-0.714041,2.018672,-0.579273,-1.715648,-0.409300,-2.473202,2.577654,-0.705988,2.058239,-0.520125,-1.704898,-0.397831,-2.423565
0.355993,-0.564485,0.912609,0.545965,0.248512,0.096531,0.794258,2.577654,-0.705988,2.058239,-0.520125,-1.704898,-0.397831,-2.423565,2.440946,-0.701577,2.029017,-0.517223,-1.687112,-0.335581,-2.492791
0.327392,-0.608345,0.871796,0.573262,0.206553,0.080594,0.788804,2.440946,-0.701577,2.029017,-0.517223,-1.687112,-0.335581,-2.492791,2.404983,-0.746050,1.998674,-0.585733,-1.580240,-0.292044,-2.531560
0.326780,-0.624401,0.841436,0.607113,0.208334,0.074228,0.763218,2.404983,-0.746050,1.998674,-0.585733,-1.580240,-0.292044,-2.531560,2.405757,-0.767787,2.006480,-0.624120,-1.656392,-0.320656,-2.462494
0.261450,-0.631590,0.867243,0.595496,0.187751,0.038205,0.780176,2.405757,-0.767787,2.006480,-0.624120,-1.656392,-0.320656,-2.462494,2.331508,-0.712931,2.034478,-0.644102,-1.618889,-0.310225,-2.569366
0.269769,-0.648418,0.833156,0.627049,0.206166,0.066575,0.748247,2.331508,-0.712931,2.034478,-0.644102,-1.618889,-0.310225,-2.569366,2.311281,-0.731693,2.106728,-0.664143,-1.629432,-0.368287,-2.572531
0.197096,-0.649928,0.848480,0.644705,0.162252,0.083037,0.742384,2.311281,-0.731693,2.106728,-0.664143,-1.629432,-0.368287,-2.572531,2.251837,-0.677391,2.085701,-0.723707,-1.568157,-0.433589,-2.559764
0.152002,-0.663495,0.832893,0.673537,0.161555,0.068179,0.718053,2.251837,-0.677391,2.085701,-0.723707,-1.568157,-0.433589,-2.559764,2.177473,-0.662740,2.139079,-0.756118,-1.627146,-0.491023,-2.562532
0.201414,-0.635456,0.840971,0.658720,0.140034,0.153239,0.723185,2.177473,-0.662740,2.139079,-0.756118,-1.627146,-0.491023,-2.562532,2.273873,-0.609342,2.197603,-0.809614,-1.572301,-0.441669,-2.547282
0.165952,-0.615769,0.884749,0.639840,0.154843,0.130197,0.741402,2.273873,-0.609342,2.197603,-0.809614,-1.572301,-0.441669,-2.547282,2.242295,-0.560732,2.163710,-0.776753,-1.591336,-0.490945,-2.567544
0.271387,-0.609093,0.857079,0.632823,0.243542,0.162470,0.716816,2.242295,-0.560732,2.163710,-0.776753,-1.591336,-0.490945,-2.567544,2.340690,-0.619027,2.213286,-0.734739,-1.600555,-0.518550,-2.629962
0.294901,-0.610941,0.843464,0.627081,0.307379,0.058942,0.713311,2.340690,-0.619027,2.213286,-0.734739,-1.600555,-0.518550,-2.629962,2.405121,-0.678510,2.073868,-0.719342,-1.668093,-0.524037,-2.697152
0.296172,-0.605337,0.867001,0.602991,0.315837,0.052333,0.730692,2.405121,-0.678510,2.073868,-0.719342,-1.668093,-0.524037,-2.697152,2.376055,-0.675040,2.087445,-0.652404,-1.668023,-0.518678,-2.709142
0.334992,-0.612066,0.837116,0.603010,0.323677,0.023218,0.728748,2.376055,-0.675040,2.087445,-0.652404,-1.668023,-0.518678,-2.709142,2.422252,-0.731591,2.065567,-0.652468,-1.713332,-0.448889,-2.693217
0.297997,-0.630619,0.830057,0.623116,0.273259,0.064055,0.730037,2.422252,-0.731591,2.065567,-0.652468,-1.713332,-0.448889,-2.693217,2.360969,-0.711174,2.131071,-0.688451,-1.645250,-0.436044,-2.683133
0.335058,-0.608824,0.834577,0.610849,0.300181,0.058398,0.730304,2.360969,-0.711174,2.131071,-0.688451,-1.645250,-0.436044,-2.683133,2.420889,-0.700988,2.150586,-0.683837,-1.732940,-0.415468,-2.670525
0.361598,-0.656287,0.721719,0.653179,0.383283,0.003483,0.653024,2.420889,-0.700988,2.150586,-0.683837,-1.732940,-0.415468,-2.670525,2.401887,-0.828466,2.181690,-0.726854,-1.789278,-0.476562,-2.768476
0.341865,-0.610476,0.822912,0.602444,0.363680,0.005988,0.710466,2.401887,-0.828466,2.181690,-0.726854,-1.789278,-0.476562,-2.768476,2.424973,-0.710665,2.152695,-0.685804,-1.793958,-0.462774,-2.771807
0.401290,-0.601556,0.803373,0.586584,0.386657,0.032732,0.710876,2.424973,-0.710665,2.152695,-0.685804,-1.793958,-0.462774,-2.771807,2.464088,-0.771073,2.157673,-0.629063,-1.758900,-0.446457,-2.766931
0.385690,-0.610213,0.814093,0.579936,0.367743,0.015954,0.726763,2.464088,-0.771073,2.157673,-0.629063,-1.758900,-0.446457,-2.766931,2.446045,-0.788709,2.080007,-0.603904,-1.690659,-0.431755,-2.766100
0.429830,-0.628892,0.741185,0.571871,0.446773,-0.068253,0.684616,2.446045,-0.788709,2.080007,-0.603904,-1.690659,-0.431755,-2.766100,2.475999,-0.894632,2.054648,-0.607597,-1.775997,-0.423731,-2.858638
0.455896,-0.603361,0.764593,0.546452,0.445703,-0.053314,0.707033,2.475999,-0.894632,2.054648,-0.607597,-1.775997,-0.423731,-2.858638,2.510555,-0.883340,2.045105,-0.569525,-1.768646,-0.399961,-2.844460
0.420176,-0.594986,0.820110,0.544192,0.384081,-0.010410,0.745807,2.510555,-0.883340,2.045105,-0.569525,-1.768646,-0.399961,-2.844460,2.467555,-0.804927,2.107392,-0.548090,-1.761127,-0.362445,-2.781452
0.491604,-0.559316,0.793507,0.540654,0.401092,0.031153,0.738815,2.467555,-0.804927,2.107392,-0.548090,-1.761127,-0.362445,-2.781452,2.562757,-0.832002,2.159683,-0.552450,-1.841585,-0.320541,-2.708085
0.530070,-0.526560,0.800968,0.523561,0.380746,0.083050,0.757641,2.562757,-0.832002,2.159683,-0.552450,-1.841585,-0.320541,-2.708085,2.611409,-0.840456,2.179060,-0.517507,-1.812937,-0.259037,-2.660936
0.506184,-0.542899,0.814010,0.489971,0.369345,-0.008652,0.789581,2.611409,-0.840456,2.179060,-0.517507,-1.812937,-0.259037,-2.660936,2.582467,-0.839133,2.153821,-0.509445,-1.906380,-0.162625,-2.699920
0.470603,-0.561949,0.827556,0.477687,0.326640,-0.059095,0.813406,2.582467,-0.839133,2.153821,-0.509445,-1.906380,-0.162625,-2.699920,2.556809,-0.834995,2.084936,-0.526215,-1.897950,-0.080192,-2.692816
0.502933,-0.579906,0.767086,0.524931,0.357612,0.000028,0.772373,2.556809,-0.834995,2.084936,-0.526215,-1.897950,-0.080192,-2.692816,2.536527,-0.891277,2.191852,-0.522380,-1.893829,-0.148766,-2.666579
0.465395,-0.573219,0.818895,0.505086,0.346429,-0.023271,0.790148,2.536527,-0.891277,2.191852,-0.522380,-1.893829,-0.148766,-2.666579,2.507124,-0.817693,2.215071,-0.516130,-1.959969,-0.153676,-2.677270
0.491769,-0.602047,0.738018,0.563788,0.383888,-0.005505,0.731261,2.507124,-0.817693,2.215071,-0.516130,-1.959969,-0.153676,-2.677270,2.513272,-0.916195,2.169593,-0.540924,-1.934959,-0.250196,-2.608184
0.567135,-0.567415,0.687515,0.570604,0.401993,0.072081,0.712472,2.513272,-0.916195,2.169593,-0.540924,-1.934959,-0.250196,-2.608184,2.575370,-0.965915,2.293044,-0.529006,-1.940407,-0.220491,-2.587279
0.583062,-0.572240,0.659645,0.561326,0.394019,0.059008,0.725383,2.575370,-0.965915,2.293044,-0.529006,-1.940407,-0.220491,-2.587279,2.581231,-1.020141,2.271185,-0.511142,-1.898701,-0.148513,-2.610139
0.598367,-0.573308,0.619377,0.559046,0.431574,0.036203,0.707037,2.581231,-1.020141,2.271185,-0.511142,-1.898701,-0.148513,-2.610139,2.585193,-1.053157,2.325877,-0.526708,-1.928097,-0.145415,-2.693791
0.631735,-0.549536,0.578491,0.587360,0.412400,0.101041,0.689003,2.585193,-1.053157,2.325877,-0.526708,-1.928097,-0.145415,-2.693791,2.612245,-1.068648,2.464256,-0.557618,-1.941464,-0.094553,-2.654691
0.676485,-0.495700,0.627229,0.532817,0.414512,0.142871,0.723791,2.612245,-1.068648,2.464256,-0.557618,-1.941464,-0.094553,-2.654691,2.664041,-1.082634,2.406907,-0.424210,-1.915647,-0.083268,-2.614400
0.641417,-0.545698,0.619726,0.534168,0.398613,0.085851,0.740541,2.664041,-1.082634,2.406907,-0.424210,-1.915647,-0.083268,-2.614400,2.598880,-1.105456,2.354757,-0.415864,-1.984554,-0.049580,-2.555223
0.664238,-0.509545,0.628752,0.512943,0.426492,0.084192,0.740206,2.598880,-1.105456,2.354757,-0.415864,-1.984554,-0.049580,-2.555223,2.656217,-1.083435,2.364368,-0.436763,-1.962126,-0.055070,-2.648705
0.622898,-0.541709,0.639865,0.546422,0.436696,0.063603,0.711811,2.656217,-1.083435,2.364368,-0.436763,-1.962126,-0.055070,-2.648705,2.625380,-1.043820,2.308082,-0.494033,-1.972111,-0.163515,-2.612225
0.620009,-0.525304,0.662324,0.541249,0.425459,0.063067,0.722535,2.625380,-1.043820,2.308082,-0.494033,-1.972111,-0.163515,-2.612225,2.657439,-0.996462,2.319144,-0.536677,-2.033614,-0.135968,-2.576453
0.605406,-0.567041,0.617427,0.564161,0.407774,0.048236,0.716321,2.657439,-0.996462,2.319144,-0.536677,-2.033614,-0.135968,-2.576453,2.601600,-1.058995,2.318192,-0.529847,-1.986871,-0.102848,-2.580455
0.643205,-0.529402,0.624520,0.537193,0.404051,0.075986,0.736473,2.601600,-1.058995,2.318192,-0.529847,-1.986871,-0.102848,-2.580455,2.653376,-1.076472,2.302764,-0.487434,-1.938992,-0.053662,-2.589429
0.654674,-0.533794,0.569663,0.538509,0.459668,0.034101,0.705373,2.653376,-1.076472,2.302764,-0.487434,-1.938992,-0.053662,-2.589429,2.656957,-1.119790,2.347762,-0.516999,-2.038821,-0.075715,-2.632219
0.590422,-0.614116,0.553005,0.559210,0.408984,-0.008203,0.721075,2.656957,-1.119790,2.347762,-0.516999,-2.038821,-0.075715,-2.632219,2.521608,-1.148464,2.386884,-0.496315,-2.018230,-0.004431,-2.661161
0.545892,0.002846,0.300398,0.753588,-0.651207,0.060075,0.066529,-0.126565,0.759558,0.238414,-1.638596,-0.460009,0.733886,-1.368277,-0.089972,0.725949,0.167493,-1.684262,-0.416791,0.785669,-1.376654
0.514557,0.029980,0.286580,0.752336,-0.647353,0.038073,0.116081,-0.089972,0.725949,0.167493,-1.684262,-0.416791,0.785669,-1.376654,-0.014341,0.717844,0.141870,-1.754808,-0.420576,0.838694,-1.313228
0.483655,0.092056,0.265969,0.775960,-0.619386,-0.017522,0.118068,-0.014341,0.717844,0.141870,-1.754808,-0.420576,0.838694,-1.313228,0.039122,0.742819,0.221707,-1.803242,-0.361325,0.852756,-1.302699
0.447005,0.084041,0.239188,0.788713,-0.605119,-0.062510,0.088629,0.039122,0.742819,0.221707,-1.803242,-0.361325,0.852756,-1.302699,-0.032030,0.759886,0.279408,-1.909678,-0.321548,0.738502,-1.373569
0.448890,0.078729,0.206939,0.795407,-0.592463,-0.072160,0.105393,-0.032030,0.759886,0.279408,-1.909678,-0.321548,0.738502,-1.373569,-0.036745,0.839021,0.273003,-1.886180,-0.367041,0.728788,-1.376313
0.471894,0.104242,0.230957,0.807623,-0.582087,-0.026461,0.090664,-0.036745,0.839021,0.273003,-1.886180,-0.367041,0.728788,-1.376313,0.044715,0.801657,0.240045,-1.832339,-0.379382,0.734447,-1.354553
0.483075,0.107575,0.285518,0.794420,-0.603150,0.020021,0.068600,0.044715,0.801657,0.240045,-1.832339,-0.379382,0.734447,-1.354553,0.012890,0.699040,0.293803,-1.826531,-0.443230,0.773352,-1.254092
0.476121,0.111808,0.233856,0.797737,-0.593198,-0.007359,0.108064,0.012890,0.699040,0.293803,-1.826531,-0.443230,0.773352,-1.254092,0.072520,0.803087,0.232414,-1.814054,-0.425488,0.767514,-1.270479
0.495108,0.006148,0.196932,0.731685,-0.666936,-0.018915,0.139554,0.072520,0.803087,0.232414,-1.814054,-0.425488,0.767514,-1.270479,-0.075456,0.887712,0.151575,-1.768869,-0.424940,0.765989,-1.280753
0.492466,0.031453,0.181167,0.749565,-0.651425,-0.011343,0.116918,-0.075456,0.887712,0.151575,-1.768869,-0.424940,0.765989,-1.280753,-0.065505,0.919751,0.199160,-1.775164,-0.485215,0.703999,-1.228806
0.501014,0.004877,0.204453,0.731669,-0.669974,0.034153,0.120949,-0.065505,0.919751,0.199160,-1.775164,-0.485215,0.703999,-1.228806,-0.079071,0.868512,0.162072,-1.779859,-0.549383,0.702442,-1.166153
0.533518,0.022167,0.262990,-0.678392,0.729960,-0.065542,-0.051456,-0.079071,0.868512,0.162072,-1.779859,-0.549383,0.702442,-1.166153,-0.085006,0.780133,0.205461,-1.724350,-0.491237,0.705391,-1.049579
0.539556,0.073803,0.200885,0.714931,-0.697574,0.028548,0.038068,-0.085006,0.780133,0.205461,-1.724350,-0.491237,0.705391,-1.049579,-0.048207,0.929623,0.273041,-1.664424,-0.522370,0.657991,-1.043804
0.539039,0.062689,0.213022,0.731016,-0.678920,0.041166,0.054677,-0.048207,0.929623,0.273041,-1.664424,-0.522370,0.657991,-1.043804,-0.057833,0.902744,0.266533,-1.674326,-0.554377,0.690851,-1.081388
0.552019,0.061089,0.248896,0.742032,-0.664518,0.080108,0.037258,-0.057833,0.902744,0.266533,-1.674326,-0.554377,0.690851,-1.081388,-0.059991,0.842024,0.271537,-1.664260,-0.602443,0.694374,-1.086279
0.557774,0.062497,0.262973,0.731156,-0.677849,0.076764,-0.006228,-0.059991,0.842024,0.271537,-1.664260,-0.602443,0.694374,-1.086279,-0.083029,0.819458,0.293927,-1.662843,-0.554561,0.642556,-1.095657
0.526931,0.049303,0.248342,0.716740,-0.693969,0.030280,0.061431,-0.083029,0.819458,0.293927,-1.662843,-0.554561,0.642556,-1.095657,-0.113749,0.822481,0.307386,-1.721939,-0.524910,0.750696,-1.087126
0.522482,0.024857,0.246541,-0.687801,0.724718,-0.031208,-0.027195,-0.113749,0.822481,0.307386,-1.721939,-0.524910,0.750696,-1.087126,-0.157140,0.807882,0.291177,-1.755303,-0.488774,0.659538,-1.073502
0.492950,0.083891,0.213925,-0.679772,0.731084,0.034353,-0.047392,-0.157140,0.807882,0.291177,-1.755303,-0.488774,0.659538,-1.073502,-0.092616,0.869182,0.342403,-1.788308,-0.415897,0.677869,-1.002339
0.538751,0.104450,0.228625,0.735831,-0.676669,0.022780,0.012332,-0.092616,0.869182,0.342403,-1.788308,-0.415897,0.677869,-1.002339,-0.038538,0.884902,0.330167,-1.670103,-0.504890,0.669196,-1.072609
0.526203,0.089194,0.210551,0.757597,-0.649615,0.031329,0.055365,-0.038538,0.884902,0.330167,-1.670103,-0.504890,0.669196,-1.072609,-0.032688,0.902737,0.298020,-1.698489,-0.570921,0.691792,-1.095926
0.540760,0.107072,0.233466,0.758912,-0.649045,0.041879,0.032232,-0.032688,0.902737,0.298020,-1.698489,-0.570921,0.691792,-1.095926,-0.011568,0.876549,0.310379,-1.661510,-0.546996,0.702324,-1.101096
0.549008,0.120811,0.252808,0.758615,-0.650209,0.041506,-0.003039,-0.011568,0.876549,0.310379,-1.661510,-0.546996,0.702324,-1.101096,0.012292,0.846414,0.300600,-1.644181,-0.470136,0.671725,-1.145357
0.541084,0.152858,0.224285,0.738992,-0.672240,0.002233,-0.044495,0.012292,0.846414,0.300600,-1.644181,-0.470136,0.671725,-1.145357,0.026552,0.906770,0.341188,-1.643088,-0.408854,0.581218,-1.094784
0.539421,0.167666,0.215571,0.711369,-0.699833,-0.021782,-0.060937,0.026552,0.906770,0.341188,-1.643088,-0.408854,0.581218,-1.094784,0.010843,0.938269,0.391587,-1.633402,-0.405347,0.561643,-1.010210
0.512964,0.205252,0.214655,0.707891,-0.702743,-0.057743,-0.041333,0.010843,0.938269,0.391587,-1.633402,-0.405347,0.561643,-1.010210,0.028066,0.949386,0.467059,-1.658528,-0.417836,0.608514,-0.921492
0.548359,0.174343,0.206839,-0.698359,0.713855,0.007135,0.051524,0.028066,0.949386,0.467059,-1.658528,-0.417836,0.608514,-0.921492,0.030293,0.968716,0.387638,-1.594417,-0.471994,0.581543,-0.912072
0.566868,0.129112,0.254776,-0.645168,0.762677,-0.017174,0.042270,0.030293,0.968716,0.387638,-1.594417,-0.471994,0.581543,-0.912072,-0.002159,0.871740,0.325853,-1.589495,-0.397180,0.652333,-0.892971
0.556562,0.162706,0.241253,-0.640978,0.766197,0.019424,0.041387,-0.002159,0.871740,0.325853,-1.589495,-0.397180,0.652333,-0.892971,0.005677,0.911622,0.392136,-1.583642,-0.389609,0.662510,-0.842490
0.521415,0.132634,0.222197,-0.653108,0.754313,0.065004,-0.015368,0.005677,0.911622,0.392136,-1.583642,-0.389609,0.662510,-0.842490,-0.062747,0.912441,0.412166,-1.678305,-0.343752,0.716319,-0.939796
0.512095,0.099885,0.219042,-0.621891,0.779743,0.049377,-0.053042,-0.062747,0.912441,0.412166,-1.678305,-0.343752,0.716319,-0.939796,-0.083414,0.893437,0.367723,-1.715853,-0.369873,0.746817,-0.877424
0.524581,0.121437,0.253448,-0.679082,0.732184,-0.007406,-0.051960,-0.083414,0.893437,0.367723,-1.715853,-0.369873,0.746817,-0.877424,-0.055823,0.847744,0.407275,-1.685653,-0.516528,0.808812,-0.870748
0.531778,0.165045,0.312814,-0.681311,0.730724,-0.012514,0.041258,-0.055823,0.847744,0.407275,-1.685653,-0.516528,0.808812,-0.870748,-0.047291,0.760599,0.487971,-1.668805,-0.477773,0.742622,-0.845159
0.537963,0.151549,0.308647,-0.665846,0.743308,-0.047490,0.043428,-0.047291,0.760599,0.487971,-1.668805,-0.477773,0.742622,-0.845159,-0.020705,0.752821,0.423312,-1.671877,-0.525526,0.707711,-0.787157
0.546077,0.130535,0.304591,-0.634140,0.768361,-0.066605,0.055240,-0.020705,0.752821,0.423312,-1.671877,-0.525526,0.707711,-0.787157,-0.016368,0.748777,0.364540,-1.674167,-0.533035,0.658630,-0.732907
0.500559,0.160640,0.301753,-0.685407,0.726337,-0.049136,0.015413,-0.016368,0.748777,0.364540,-1.674167,-0.533035,0.658630,-0.732907,0.035489,0.710052,0.384331,-1.766803,-0.517123,0.697697,-0.789046
0.527245,0.230498,0.351719,-0.695821,0.707585,-0.026492,0.120231,0.035489,0.710052,0.384331,-1.766803,-0.517123,0.697697,-0.789046,0.036240,0.716433,0.528787,-1.637763,-0.501027,0.664512,-0.776823
0.509647,0.212797,0.365486,-0.679710,0.726356,-0.055356,0.085661,0.036240,0.716433,0.528787,-1.637763,-0.501027,0.664512,-0.776823,0.092553,0.632735,0.424215,-1.695061,-0.462910,0.705544,-0.754708
0.501658,0.239234,0.374319,-0.674746,0.732097,-0.031453,0.088110,0.092553,0.632735,0.424215,-1.695061,-0.462910,0.705544,-0.754708,0.148091,0.623655,0.410668,-1.675806,-0.377346,0.726101,-0.759495
0.490482,0.236643,0.328083,-0.701198,0.712221,-0.021802,0.024240,0.148091,0.623655,0.410668,-1.675806,-0.377346,0.726101,-0.759495,0.168232,0.694799,0.392677,-1.698202,-0.401047,0.766865,-0.798458
0.478885,0.248131,0.364009,-0.693583,0.719710,-0.011611,0.028733,0.168232,0.694799,0.392677,-1.698202,-0.401047,0.766865,-0.798458,0.200265,0.621244,0.379692,-1.701115,-0.311654,0.815380,-0.816255
0.516372,0.214245,0.402782,-0.665806,0.743413,-0.057539,0.026983,0.200265,0.621244,0.379692,-1.701115,-0.311654,0.815380,-0.816255,0.174336,0.587533,0.323581,-1.620329,-0.349457,0.901423,-0.811291
0.492351,0.234027,0.390822,-0.673946,0.738135,-0.025677,0.017186,0.174336,0.587533,0.323581,-1.620329,-0.349457,0.901423,-0.811291,0.170212,0.592413,0.384080,-1.663049,-0.324047,0.899483,-0.791127
0.463988,0.235480,0.381010,-0.678336,0.734652,0.011084,-0.004896,0.170212,0.592413,0.384080,-1.663049,-0.324047,0.899483,-0.791127,0.159989,0.574364,0.410342,-1.732078,-0.254350,0.904880,-0.818601
0.455675,0.248189,0.399951,-0.692397,0.720963,0.027271,0.007460,0.159989,0.574364,0.410342,-1.732078,-0.254350,0.904880,-0.818601,0.178419,0.539639,0.414284,-1.727827,-0.191443,0.918822,-0.874581
0.443708,0.230446,0.359130,-0.661017,0.746920,0.063237,-0.034173,0.178419,0.539639,0.414284,-1.727827,-0.191443,0.918822,-0.874581,0.207479,0.575690,0.333672,-1.787236,-0.090951,0.902237,-0.889991
0.443387,0.188670,0.353465,-0.656686,0.752180,0.030255,-0.045541,0.207479,0.575690,0.333672,-1.787236,-0.090951,0.902237,-0.889991,0.205731,0.543648,0.245045,-1.843348,-0.122899,0.877089,-0.928461
0.431578,0.170116,0.361043,-0.663119,0.743103,0.046448,-0.076905,0.205731,0.543648,0.245045,-1.843348,-0.122899,0.877089,-0.928461,0.131136,0.515971,0.300808,-1.876945,-0.132014,0.949281,-0.962831
0.394887,0.238231,0.338035,0.709152,-0.695869,-0.076226,0.084023,0.131136,0.515971,0.300808,-1.876945,-0.132014,0.949281,-0.962831,0.283991,0.560569,0.304671,-1.889348,-0.064910,0.914622,-0.984465
0.370113,0.247857,0.337528,0.752247,-0.645799,-0.035838,0.125630,0.283991,0.560569,0.304671,-1.889348,-0.064910,0.914622,-0.984465,0.364355,0.541794,0.281337,-1.922468,-0.161529,0.965363,-0.986615
-0.652703,-0.328392,0.474096,0.863725,-0.245414,-0.197464,-0.393394,-2.411367,1.105307,-0.529457,-0.714101,-0.400831,1.557900,0.935288,-2.409461,1.053176,-0.551871,-0.713597,-0.416355,1.652664,0.947039
-0.652773,-0.308881,0.481506,0.836641,-0.292079,-0.207912,-0.414119,-2.409461,1.053176,-0.551871,-0.713597,-0.416355,1.652664,0.947039,-2.419266,1.035021,-0.563333,-0.743988,-0.457510,1.682595,1.024039
-0.669113,-0.286648,0.478021,0.820449,-0.272188,-0.231699,-0.446198,-2.419266,1.035021,-0.563333,-0.743988,-0.457510,1.682595,1.024039,-2.441801,1.056490,-0.596547,-0.738799,-0.522935,1.639920,0.979580
-0.671279,-0.232722,0.517682,0.794410,-0.296352,-0.246248,-0.469521,-2.441801,1.056490,-0.596547,-0.738799,-0.522935,1.639920,0.979580,-2.449063,0.997997,-0.708572,-0.807303,-0.531662,1.600293,0.950624
